Company,Company Path,Industry,Country,employees,marketcap,revenue,earnings,operating-margin,total-assets,total-liabilities,total-debt,net-assets,pe-ratio,ps-ratio
ICON plc,https://companiesmarketcap.com/icon-plc,Pharmaceuticals,Ireland,41150,,,,,,,,,,
Eli Lilly,https://companiesmarketcap.com/eli-lilly,Pharmaceuticals,USA,39000,,,,,,,,,,
Sun Pharmaceutical,https://companiesmarketcap.com/sun-pharmaceutical,Pharmaceuticals,India,38000,,,,,,,,,,
Viatris,https://companiesmarketcap.com/viatris,Pharmaceuticals,USA,38000,,,,,,,,,,
Bristol-Myers Squibb,https://companiesmarketcap.com/bristol-myers-squibb,Pharmaceuticals,USA,34300,,,,,,,,,,
Teva Pharmaceutical Industries,https://companiesmarketcap.com/teva-pharmaceutical-industries,Pharmaceuticals,Israel,34004,,,,,,,,,,
Otsuka Holdings,https://companiesmarketcap.com/otsuka-holdings,Pharmaceuticals,Japan,33482,,,,,,,,,,
CSL,https://companiesmarketcap.com/csl,Pharmaceuticals,Australia,32065,,,,,,,,,,
Sino Biopharmaceutical,https://companiesmarketcap.com/sino-biopharmaceutical,Pharmaceuticals,China,26272,,,,,,,,,,
Cipla,https://companiesmarketcap.com/cipla,Pharmaceuticals,India,25927,,,,,,,,,,
Dr. Reddy's,https://companiesmarketcap.com/dr-reddys,Pharmaceuticals,India,25863,,,,,,,,,,
Amgen,https://companiesmarketcap.com/amgen,Pharmaceuticals,USA,25200,,,,,,,,,,
Grifols,https://companiesmarketcap.com/grifols,Pharmaceuticals,Spain,24000,,,,,,,,,,
Zydus Lifesciences,https://companiesmarketcap.com/zydus-lifesciences,Pharmaceuticals,India,23000,,,,,,,,,,
Lupin Limited,https://companiesmarketcap.com/lupin,Pharmaceuticals,India,20933,,,,,,,,,,
Jiangsu Hengrui Medicine,https://companiesmarketcap.com/jiangsu-hengrui-medicine,Pharmaceuticals,China,20636,,,,,,,,,,
Bausch Health,https://companiesmarketcap.com/bausch-health,Pharmaceuticals,Canada,19900,,,,,,,,,,
Clicks Group,https://companiesmarketcap.com/clicks-group,Pharmaceuticals,South Africa,18447,,,,,,,,,,
Lonza,https://companiesmarketcap.com/lonza,Pharmaceuticals,Switzerland,18000,,,,,,,,,,
Catalent,https://companiesmarketcap.com/catalent,Pharmaceuticals,USA,18000,,,,,,,,,,
Daiichi Sankyō,https://companiesmarketcap.com/daiichi-sankyo,Pharmaceuticals,Japan,17435,,,,,,,,,,
Gilead Sciences,https://companiesmarketcap.com/gilead-sciences,Pharmaceuticals,USA,17000,,,,,,,,,,
Alkem Laboratories,https://companiesmarketcap.com/alkem-laboratories,Pharmaceuticals,India,16966,,,,,,,,,,
Divis Laboratories,https://companiesmarketcap.com/divis-laboratories,Pharmaceuticals,India,16543,,,,,,,,,,
Ipca Laboratories,https://companiesmarketcap.com/ipca-laboratories,Pharmaceuticals,India,16167,,,,,,,,,,
Aurobindo Pharma,https://companiesmarketcap.com/aurobindo-pharma,Pharmaceuticals,India,15431,,,,,,,,,,
Glenmark Pharmaceuticals,https://companiesmarketcap.com/glenmark,Pharmaceuticals,India,15415,,,,,,,,,,
Biocon,https://companiesmarketcap.com/biocon,Pharmaceuticals,India,15000,,,,,,,,,,
Alembic Pharmaceuticals,https://companiesmarketcap.com/alembic-pharma,Pharmaceuticals,India,14593,,,,,,,,,,
Astellas Pharma,https://companiesmarketcap.com/astellas-pharma,Pharmaceuticals,Japan,14484,,,,,,,,,,
Zoetis,https://companiesmarketcap.com/zoetis,Pharmaceuticals,USA,13800,,,,,,,,,,
Torrent Pharmaceuticals,https://companiesmarketcap.com/torrent-pharmaceuticals,Pharmaceuticals,India,13247,,,,,,,,,,
Regeneron Pharmaceuticals,https://companiesmarketcap.com/regeneron-pharmaceuticals,Pharmaceuticals,USA,12463,,,,,,,,,,
WuXi Biologics,https://companiesmarketcap.com/wuxi-biologics,Pharmaceuticals,China,12397,,,,,,,,,,
Richter Gedeon,https://companiesmarketcap.com/richter-gedeon,Pharmaceuticals,Hungary,12167,,,,,,,,,,
Eisai,https://companiesmarketcap.com/eisai,Pharmaceuticals,Japan,11076,,,,,,,,,,
West Pharmaceutical,https://companiesmarketcap.com/west-pharma,Pharmaceuticals,USA,10700,,,,,,,,,,
Hansoh Pharma,https://companiesmarketcap.com/hansoh-pharma,Pharmaceuticals,China,10523,,,,,,,,,,
BeiGene,https://companiesmarketcap.com/beigene,Pharmaceuticals,China,10000,,,,,,,,,,
Organon,https://companiesmarketcap.com/organon,Pharmaceuticals,USA,10000,,,,,,,,,,
Elanco,https://companiesmarketcap.com/elanco,Pharmaceuticals,USA,9000,,,,,,,,,,
Perrigo,https://companiesmarketcap.com/perrigo,Pharmaceuticals,Ireland,8900,,,,,,,,,,
Taisho Pharmaceutical,https://companiesmarketcap.com/taisho-pharmaceutical,Pharmaceuticals,Japan,8784,,,,,,,,,,
Biogen,https://companiesmarketcap.com/biogen,Pharmaceuticals,USA,8725,,,,,,,,,,
Hikma Pharmaceuticals,https://companiesmarketcap.com/hikma-pharmaceuticals,Pharmaceuticals,UK,8700,,,,,,,,,,
Aspen Pharmacare,https://companiesmarketcap.com/aspen-pharmacare,Pharmaceuticals,South Africa,8612,,,,,,,,,,
UCB,https://companiesmarketcap.com/ucb,Pharmaceuticals,Belgium,8600,,,,,,,,,,
Chugai Pharmaceutical,https://companiesmarketcap.com/chugai-pharmaceutical,Pharmaceuticals,Japan,7771,,,,,,,,,,
Galenica,https://companiesmarketcap.com/galenica,Pharmaceuticals,Switzerland,7673,,,,,,,,,,
Amneal Pharmaceuticals,https://companiesmarketcap.com/amneal-pharmaceuticals,Pharmaceuticals,USA,7600,,,,,,,,,,
Rohto Pharmaceutical,https://companiesmarketcap.com/rohto-pharmaceutical,Pharmaceuticals,Japan,7176,,,,,,,,,,
FDC India,https://companiesmarketcap.com/fdc-india,Pharmaceuticals,India,6336,,,,,,,,,,
Piramal Pharma,https://companiesmarketcap.com/piramal-pharma,Pharmaceuticals,India,6295,,,,,,,,,,
Sumitomo Pharma,https://companiesmarketcap.com/sumitomo-dainippon-pharma,Pharmaceuticals,Japan,6250,,,,,,,,,,
Indoco Remedies,https://companiesmarketcap.com/indoco-remedies,Pharmaceuticals,India,6000,,,,,,,,,,
Jubilant Pharmova,https://companiesmarketcap.com/jubilant-pharmova,Pharmaceuticals,India,6000,,,,,,,,,,
kyowa Kirin,https://companiesmarketcap.com/kyowa-kirin,Pharmaceuticals,Japan,5982,,,,,,,,,,
Medpace,https://companiesmarketcap.com/medpace,Pharmaceuticals,USA,5800,,,,,,,,,,
Laurus Labs,https://companiesmarketcap.com/laurus-labs,Pharmaceuticals,India,5753,,,,,,,,,,
Lundbeck,https://companiesmarketcap.com/lundbeck,Pharmaceuticals,Denmark,5700,,,,,,,,,,
Shionogi,https://companiesmarketcap.com/shionogi,Pharmaceuticals,Japan,5680,,,,,,,,,,
BioNTech,https://companiesmarketcap.com/biontech,Pharmaceuticals,Germany,5500,,,,,,,,,,
Procaps Group,https://companiesmarketcap.com/procaps-group,Pharmaceuticals,Luxembourg,5500,,,,,,,,,,
Virbac SA,https://companiesmarketcap.com/virbac,Pharmaceuticals,France,5386,,,,,,,,,,
Evotec,https://companiesmarketcap.com/evotec,Pharmaceuticals,Germany,5086,,,,,,,,,,
Ipsen,https://companiesmarketcap.com/ipsen,Pharmaceuticals,France,5072,,,,,,,,,,
Vertex Pharmaceuticals,https://companiesmarketcap.com/vertex-pharmaceuticals,Pharmaceuticals,USA,4800,,,,,,,,,,
Gland Pharma,https://companiesmarketcap.com/gland-pharma,Pharmaceuticals,India,4752,,,,,,,,,,
Recordati,https://companiesmarketcap.com/recordati,Pharmaceuticals,Italy,4369,,,,,,,,,,
Santen Pharmaceutical,https://companiesmarketcap.com/santen-pharmaceutical,Pharmaceuticals,Japan,4144,,,,,,,,,,
Natco Pharma,https://companiesmarketcap.com/natco-pharma,Pharmaceuticals,India,4025,,,,,,,,,,
Moderna,https://companiesmarketcap.com/moderna,Pharmaceuticals,USA,3900,,,,,,,,,,
Ono Pharmaceutical,https://companiesmarketcap.com/ono-pharmaceutical,Pharmaceuticals,Japan,3761,,,,,,,,,,
Abbott India,https://companiesmarketcap.com/abbott-india,Pharmaceuticals,India,3700,,,,,,,,,,
Siegfried Holding,https://companiesmarketcap.com/siegfried-holding,Pharmaceuticals,Switzerland,3633,,,,,,,,,,
Orion Corporation,https://companiesmarketcap.com/orion-corp,Pharmaceuticals,Finland,3574,,,,,,,,,,
Euroapi,https://companiesmarketcap.com/euroapi,Pharmaceuticals,France,3390,,,,,,,,,,
Hualan Biological Engineering,https://companiesmarketcap.com/hualan-biological-engineering,Pharmaceuticals,China,3243,,,,,,,,,,
Bio-Techne,https://companiesmarketcap.com/bio-techne,Pharmaceuticals,USA,3200,,,,,,,,,,
BioMarin Pharmaceutical,https://companiesmarketcap.com/biomarin,Pharmaceuticals,USA,3082,,,,,,,,,,
Vanke,https://companiesmarketcap.com/vanke,Real Estate,China,131817,$10.17 Billion,$65.52 B,$4.97 B,,$229.87 B,$173.03 B,$48.49 B,$56.83 B,1.86,0.1640
Empire Company,https://companiesmarketcap.com/empire-company,Real Estate,Canada,131000,$5.68 Billion,$22.75 B,$0.78 B,3.16%,$12.31 B,$8.25 B,$5.43 B,$4.06 B,10.5,0.2502
CBRE Group,https://companiesmarketcap.com/cbre-group,Real Estate,USA,115000,,,,,,,,,,
Jones Lang LaSalle,https://companiesmarketcap.com/jll,Real Estate,USA,103300,,,,,,,,,,
KE Holdings,https://companiesmarketcap.com/ke-holdings,Real Estate,China,98540,,,,,,,,,,
Multiplan Empreendimentos Imobiliários,https://companiesmarketcap.com/multiplan-empreendimentos-imobiliarios,Real Estate,Brazil,80372,,,,,,,,,,
Country Garden,https://companiesmarketcap.com/country-garden,Real Estate,China,69932,,,,,,,,,,
China Resources Land,https://companiesmarketcap.com/china-resources-land,Real Estate,Hong Kong,55311,,,,,,,,,,
CK Asset Holdings,https://companiesmarketcap.com/ck-asset--holdings,Real Estate,Hong Kong,55000,,,,,,,,,,
Cushman & Wakefield,https://companiesmarketcap.com/cushman-wakefield,Real Estate,USA,52000,,,,,,,,,,
Savills,https://companiesmarketcap.com/savills,Real Estate,UK,40433,,,,,,,,,,
Sun Hung Kai Properties,https://companiesmarketcap.com/sun-hung-kai-properties,Real Estate,Hong Kong,40000,,,,,,,,,,
Longfor Group,https://companiesmarketcap.com/longfor,Real Estate,China,31565,,,,,,,,,,
Shimao Property,https://companiesmarketcap.com/shimao-property,Real Estate,Hong Kong,30418,,,,,,,,,,
Brookfield Property Partners,https://companiesmarketcap.com/brookfield-property-partners,Real Estate,Bermuda,29600,,,,,,,,,,
FirstService,https://companiesmarketcap.com/firstservice,Real Estate,Canada,29000,,,,,,,,,,
New World Development Company,https://companiesmarketcap.com/new-world-development-company,Real Estate,Hong Kong,28000,,,,,,,,,,
Mitsui Fudosan,https://companiesmarketcap.com/mitsui-fudosan,Real Estate,Japan,24408,,,,,,,,,,
Tokyu Fudosan Holdings,https://companiesmarketcap.com/tokyu-fudosan-holdings,Real Estate,Japan,21614,,,,,,,,,,
C&D International Investment Group,https://companiesmarketcap.com/c-d-international-investment-group,Real Estate,Hong Kong,19594,,,,,,,,,,
Colliers International,https://companiesmarketcap.com/colliers-international,Real Estate,Canada,19000,,,,,,,,,,
Rocket Companies,https://companiesmarketcap.com/rocket-companies,Real Estate,USA,18500,,,,,,,,,,
Yuexiu Property,https://companiesmarketcap.com/yuexiu-property-company,Real Estate,Hong Kong,18400,,,,,,,,,,
Daito Trust Construction,https://companiesmarketcap.com/daito-trust-construction,Real Estate,Japan,17851,,,,,,,,,,
Chartwell Retirement Residences,https://companiesmarketcap.com/chartwell-retirement-residences,Real Estate,Canada,15928,,,,,,,,,,
Geo Group,https://companiesmarketcap.com/geo-group,Real Estate,USA,15800,,,,,,,,,,
Vonovia,https://companiesmarketcap.com/vonovia,Real Estate,Germany,15798,,,,,,,,,,
Americold,https://companiesmarketcap.com/americold,Real Estate,USA,15174,,,,,,,,,,
Iida Group,https://companiesmarketcap.com/iida-group,Real Estate,Japan,13353,,,,,,,,,,
Equinix,https://companiesmarketcap.com/equinix,Real Estate,USA,13046,,,,,,,,,,
Sumitomo Realty & Development,https://companiesmarketcap.com/sumitomo-realty-and-development,Real Estate,Japan,12957,,,,,,,,,,
Mitsubishi Estate,https://companiesmarketcap.com/mitsubishi-estate,Real Estate,Japan,10655,,,,,,,,,,
CapitaLand Investment Limited,https://companiesmarketcap.com/capitaland-investment-limited,Real Estate,Singapore,10000,,,,,,,,,,
Henderson Land Development,https://companiesmarketcap.com/henderson-land,Real Estate,Hong Kong,9950,,,,,,,,,,
Shikun & Binui,https://companiesmarketcap.com/shikun-binui,Real Estate,Israel,9192,,,,,,,,,,
Prestige Group,https://companiesmarketcap.com/prestige-group,Real Estate,India,9024,,,,,,,,,,
Anywhere Real Estate,https://companiesmarketcap.com/anywhere-real-estate,Real Estate,USA,8890,,,,,,,,,,
Nexity,https://companiesmarketcap.com/nexity-sa,Real Estate,France,8648,,,,,,,,,,
Kerry Properties,https://companiesmarketcap.com/kerry-properties,Real Estate,Hong Kong,7700,,,,,,,,,,
Newmark,https://companiesmarketcap.com/newmark,Real Estate,USA,7400,,,,,,,,,,
Sun Communities,https://companiesmarketcap.com/sun-communities,Real Estate,USA,7199,,,,,,,,,,
Sino Land,https://companiesmarketcap.com/sino-land,Real Estate,Hong Kong,7000,,,,,,,,,,
Stewart Information Services,https://companiesmarketcap.com/stewart-information-services,Real Estate,USA,7000,,,,,,,,,,
American Tower,https://companiesmarketcap.com/american-tower,Real Estate,USA,6391,,,,,,,,,,
Wharf Holdings,https://companiesmarketcap.com/wharf-holdings,Real Estate,Hong Kong,6200,,,,,,,,,,
Zillow,https://companiesmarketcap.com/zillow,Real Estate,USA,6148,,,,,,,,,,
Rithm Capital,https://companiesmarketcap.com/rithm-capital,Real Estate,USA,6098,,,,,,,,,,
Swire Properties,https://companiesmarketcap.com/swire-properties,Real Estate,Hong Kong,6000,,,,,,,,,,
Public Storage,https://companiesmarketcap.com/public-storage,Real Estate,USA,5900,,,,,,,,,,
CoStar Group,https://companiesmarketcap.com/costar-group,Real Estate,USA,5653,,,,,,,,,,
Great Eagle,https://companiesmarketcap.com/great-eagle,Real Estate,Hong Kong,5639,,,,,,,,,,
Redfin,https://companiesmarketcap.com/redfin,Real Estate,USA,5572,,,,,,,,,,
Crown Castle,https://companiesmarketcap.com/crown-castle,Real Estate,USA,5000,,,,,,,,,,
Extra Space Storage,https://companiesmarketcap.com/extra-space-storage,Real Estate,USA,4781,,,,,,,,,,
Deutsche Wohnen,https://companiesmarketcap.com/deutsche-wohnen,Real Estate,Germany,4721,,,,,,,,,,
China Overseas Land & Investment,https://companiesmarketcap.com/china-overseas-land-and-investment,Real Estate,Hong Kong,4351,,,,,,,,,,
Lodha Group,https://companiesmarketcap.com/lodha-group,Real Estate,India,4200,,,,,,,,,,
Equity LifeStyle Properties,https://companiesmarketcap.com/equity-lifestyle-properties,Real Estate,USA,4200,,,,,,,,,,
Lai Sun Development Company,https://companiesmarketcap.com/lai-sun-development-company,Real Estate,Hong Kong,4200,,,,,,,,,,
Hang Lung Properties,https://companiesmarketcap.com/hang-lung-properties,Real Estate,Hong Kong,4148,,,,,,,,,,
Far East Consortium International,https://companiesmarketcap.com/far-east-consortium-international,Real Estate,Hong Kong,3900,,,,,,,,,,
Digital Realty,https://companiesmarketcap.com/digital-realty,Real Estate,USA,3412,,,,,,,,,,
Compass,https://companiesmarketcap.com/compass,Real Estate,USA,3191,,,,,,,,,,
